LapNumber,Driver,DriverNumber,Team,Position,LapTime,IsPersonalBest,Sector1Time,Sector2Time,Sector3Time,Compound,PitInTime,PitOutTime,PitStopDuration,FinishingPosition,GridPosition,FinalStatus,Season,RaceName,RaceType
16.0,GAS,10,Alpine,15.0,0 days 00:01:50.113000,False,0 days 00:00:31.077000,0 days 00:00:49.706000,0 days 00:00:29.330000,HARD,,,,,,,2024,GP Belgica,historica
17.0,GAS,10,Alpine,14.0,0 days 00:01:49.835000,False,0 days 00:00:31.018000,0 days 00:00:49.658000,0 days 00:00:29.159000,HARD,,,,,,,2024,GP Belgica,historica
18.0,GAS,10,Alpine,13.0,0 days 00:01:50.051000,False,0 days 00:00:31.233000,0 days 00:00:49.358000,0 days 00:00:29.460000,HARD,,,,,,,2024,GP Belgica,historica
19.0,GAS,10,Alpine,13.0,0 days 00:01:49.951000,False,0 days 00:00:31.538000,0 days 00:00:49.015000,0 days 00:00:29.398000,HARD,,,,,,,2024,GP Belgica,historica
20.0,GAS,10,Alpine,13.0,0 days 00:01:49.883000,False,0 days 00:00:31.552000,0 days 00:00:49.021000,0 days 00:00:29.310000,HARD,,,,,,,2024,GP Belgica,historica
21.0,GAS,10,Alpine,12.0,0 days 00:01:50.060000,False,0 days 00:00:31.535000,0 days 00:00:49.209000,0 days 00:00:29.316000,HARD,,,,,,,2024,GP Belgica,historica
22.0,GAS,10,Alpine,12.0,0 days 00:01:49.953000,False,0 days 00:00:31.486000,0 days 00:00:49.065000,0 days 00:00:29.402000,HARD,,,,,,,2024,GP Belgica,historica
23.0,GAS,10,Alpine,12.0,0 days 00:01:49.729000,False,0 days 00:00:31.478000,0 days 00:00:48.971000,0 days 00:00:29.280000,HARD,,,,,,,2024,GP Belgica,historica
24.0,GAS,10,Alpine,11.0,0 days 00:01:49.508000,True,0 days 00:00:31.401000,0 days 00:00:48.943000,0 days 00:00:29.164000,HARD,,,,,,,2024,GP Belgica,historica
25.0,GAS,10,Alpine,11.0,0 days 00:01:49.287000,True,0 days 00:00:31.454000,0 days 00:00:48.702000,0 days 00:00:29.131000,HARD,,,,,,,2024,GP Belgica,historica
26.0,GAS,10,Alpine,11.0,0 days 00:01:49.336000,False,0 days 00:00:31.441000,0 days 00:00:48.657000,0 days 00:00:29.238000,HARD,,,,,,,2024,GP Belgica,historica
27.0,GAS,10,Alpine,11.0,0 days 00:01:49.392000,False,0 days 00:00:31.460000,0 days 00:00:48.719000,0 days 00:00:29.213000,HARD,,,,,,,2024,GP Belgica,historica
28.0,GAS,10,Alpine,13.0,0 days 00:01:53.715000,False,0 days 00:00:31.403000,0 days 00:00:48.692000,0 days 00:00:33.620000,HARD,0 days 01:47:08.463000,0 days 01:47:31.325000,0 days 00:00:22.862000,,,,2024,GP Belgica,historica
29.0,GAS,10,Alpine,17.0,0 days 00:02:02.540000,False,0 days 00:00:45.506000,0 days 00:00:48.205000,0 days 00:00:28.829000,HARD,,,,,,,2024,GP Belgica,historica
30.0,GAS,10,Alpine,16.0,0 days 00:01:47.418000,True,0 days 00:00:30.577000,0 days 00:00:47.872000,0 days 00:00:28.969000,HARD,,,,,,,2024,GP Belgica,historica
31.0,GAS,10,Alpine,16.0,0 days 00:01:48.153000,False,0 days 00:00:31.320000,0 days 00:00:47.764000,0 days 00:00:29.069000,HARD,,,,,,,2024,GP Belgica,historica
32.0,GAS,10,Alpine,16.0,0 days 00:01:48.213000,False,0 days 00:00:31.209000,0 days 00:00:47.868000,0 days 00:00:29.136000,HARD,,,,,,,2024,GP Belgica,historica
33.0,GAS,10,Alpine,16.0,0 days 00:01:48.011000,False,0 days 00:00:31.236000,0 days 00:00:47.700000,0 days 00:00:29.075000,HARD,,,,,,,2024,GP Belgica,historica
34.0,GAS,10,Alpine,16.0,0 days 00:01:47.890000,False,0 days 00:00:31.175000,0 days 00:00:47.647000,0 days 00:00:29.068000,HARD,,,,,,,2024,GP Belgica,historica
35.0,GAS,10,Alpine,16.0,0 days 00:01:47.858000,False,0 days 00:00:31.118000,0 days 00:00:47.655000,0 days 00:00:29.085000,HARD,,,,,,,2024,GP Belgica,historica
36.0,GAS,10,Alpine,15.0,0 days 00:01:48.241000,False,0 days 00:00:31.140000,0 days 00:00:47.919000,0 days 00:00:29.182000,HARD,,,,,,,2024,GP Belgica,historica
37.0,GAS,10,Alpine,15.0,0 days 00:01:48.250000,False,0 days 00:00:31.179000,0 days 00:00:47.973000,0 days 00:00:29.098000,HARD,,,,,,,2024,GP Belgica,historica
38.0,GAS,10,Alpine,15.0,0 days 00:01:48.553000,False,0 days 00:00:30.822000,0 days 00:00:48.681000,0 days 00:00:29.050000,HARD,,,,,,,2024,GP Belgica,historica
39.0,GAS,10,Alpine,15.0,0 days 00:01:48.667000,False,0 days 00:00:30.722000,0 days 00:00:48.800000,0 days 00:00:29.145000,HARD,,,,,,,2024,GP Belgica,historica
40.0,GAS,10,Alpine,15.0,0 days 00:01:48.507000,False,0 days 00:00:30.884000,0 days 00:00:48.636000,0 days 00:00:28.987000,HARD,,,,,,,2024,GP Belgica,historica
41.0,GAS,10,Alpine,14.0,0 days 00:01:47.598000,False,0 days 00:00:30.515000,0 days 00:00:48.084000,0 days 00:00:28.999000,HARD,,,,,,,2024,GP Belgica,historica
42.0,GAS,10,Alpine,14.0,0 days 00:01:48.398000,False,0 days 00:00:31.257000,0 days 00:00:48.131000,0 days 00:00:29.010000,HARD,,,,,,,2024,GP Belgica,historica
43.0,GAS,10,Alpine,14.0,0 days 00:01:47.977000,False,0 days 00:00:30.990000,0 days 00:00:48.034000,0 days 00:00:28.953000,HARD,,,,,,,2024,GP Belgica,historica
44.0,GAS,10,Alpine,14.0,0 days 00:01:47.896000,False,0 days 00:00:30.737000,0 days 00:00:48.294000,0 days 00:00:28.865000,HARD,,,,,,,2024,GP Belgica,historica
1.0,RIC,3,RB,14.0,,False,,0 days 00:00:52.773000,0 days 00:00:29.871000,SOFT,,,,,,,2024,GP Belgica,historica
2.0,RIC,3,RB,14.0,0 days 00:01:51.541000,True,0 days 00:00:31.293000,0 days 00:00:50.578000,0 days 00:00:29.670000,SOFT,,,,,,,2024,GP Belgica,historica
3.0,RIC,3,RB,14.0,0 days 00:01:51.215000,True,0 days 00:00:31.270000,0 days 00:00:50.239000,0 days 00:00:29.706000,SOFT,,,,,,,2024,GP Belgica,historica
4.0,RIC,3,RB,14.0,0 days 00:01:50.715000,True,0 days 00:00:31.168000,0 days 00:00:49.919000,0 days 00:00:29.628000,SOFT,,,,,,,2024,GP Belgica,historica
5.0,RIC,3,RB,14.0,0 days 00:01:50.314000,True,0 days 00:00:31.147000,0 days 00:00:49.662000,0 days 00:00:29.505000,SOFT,,,,,,,2024,GP Belgica,historica
6.0,RIC,3,RB,14.0,0 days 00:01:50.960000,False,0 days 00:00:31.081000,0 days 00:00:50.100000,0 days 00:00:29.779000,SOFT,,,,,,,2024,GP Belgica,historica
7.0,RIC,3,RB,14.0,0 days 00:01:51.290000,False,0 days 00:00:31.279000,0 days 00:00:50.269000,0 days 00:00:29.742000,SOFT,,,,,,,2024,GP Belgica,historica
8.0,RIC,3,RB,17.0,0 days 00:01:55.595000,False,0 days 00:00:31.294000,0 days 00:00:50.321000,0 days 00:00:33.980000,SOFT,0 days 01:10:12.248000,0 days 01:10:34.905000,0 days 00:00:22.657000,,,,2024,GP Belgica,historica
9.0,RIC,3,RB,17.0,0 days 00:02:03.019000,False,0 days 00:00:45.329000,0 days 00:00:48.402000,0 days 00:00:29.288000,MEDIUM,,,,,,,2024,GP Belgica,historica
10.0,RIC,3,RB,16.0,0 days 00:01:49.689000,True,0 days 00:00:31.317000,0 days 00:00:48.840000,0 days 00:00:29.532000,MEDIUM,,,,,,,2024,GP Belgica,historica
11.0,RIC,3,RB,16.0,0 days 00:01:49.945000,False,0 days 00:00:31.362000,0 days 00:00:49.109000,0 days 00:00:29.474000,MEDIUM,,,,,,,2024,GP Belgica,historica
12.0,RIC,3,RB,15.0,0 days 00:01:49.946000,False,0 days 00:00:31.423000,0 days 00:00:49.049000,0 days 00:00:29.474000,MEDIUM,,,,,,,2024,GP Belgica,historica
13.0,RIC,3,RB,13.0,0 days 00:01:49.823000,False,0 days 00:00:31.436000,0 days 00:00:49.040000,0 days 00:00:29.347000,MEDIUM,,,,,,,2024,GP Belgica,historica
14.0,RIC,3,RB,12.0,0 days 00:01:49.471000,True,0 days 00:00:31.368000,0 days 00:00:48.753000,0 days 00:00:29.350000,MEDIUM,,,,,,,2024,GP Belgica,historica
15.0,RIC,3,RB,11.0,0 days 00:01:50.011000,False,0 days 00:00:31.234000,0 days 00:00:49.292000,0 days 00:00:29.485000,MEDIUM,,,,,,,2024,GP Belgica,historica
16.0,RIC,3,RB,11.0,0 days 00:01:49.495000,False,0 days 00:00:31.152000,0 days 00:00:49.038000,0 days 00:00:29.305000,MEDIUM,,,,,,,2024,GP Belgica,historica
17.0,RIC,3,RB,10.0,0 days 00:01:49.728000,False,0 days 00:00:31.245000,0 days 00:00:49.124000,0 days 00:00:29.359000,MEDIUM,,,,,,,2024,GP Belgica,historica
18.0,RIC,3,RB,10.0,0 days 00:01:49.973000,False,0 days 00:00:31.100000,0 days 00:00:49.388000,0 days 00:00:29.485000,MEDIUM,,,,,,,2024,GP Belgica,historica
19.0,RIC,3,RB,10.0,0 days 00:01:49.876000,False,0 days 00:00:31.160000,0 days 00:00:49.322000,0 days 00:00:29.394000,MEDIUM,,,,,,,2024,GP Belgica,historica
20.0,RIC,3,RB,10.0,0 days 00:01:50.202000,False,0 days 00:00:31.260000,0 days 00:00:49.560000,0 days 00:00:29.382000,MEDIUM,,,,,,,2024,GP Belgica,historica
21.0,RIC,3,RB,13.0,0 days 00:01:54.387000,False,0 days 00:00:31.209000,0 days 00:00:49.338000,0 days 00:00:33.840000,MEDIUM,0 days 01:34:17.897000,0 days 01:34:40.128000,0 days 00:00:22.231000,,,,2024,GP Belgica,historica
22.0,RIC,3,RB,17.0,0 days 00:02:04.465000,False,0 days 00:00:44.604000,0 days 00:00:50.167000,0 days 00:00:29.694000,HARD,,,,,,,2024,GP Belgica,historica
23.0,RIC,3,RB,16.0,0 days 00:01:48.322000,True,0 days 00:00:31.083000,0 days 00:00:48.223000,0 days 00:00:29.016000,HARD,,,,,,,2024,GP Belgica,historica
24.0,RIC,3,RB,15.0,0 days 00:01:48.562000,False,0 days 00:00:31.263000,0 days 00:00:48.355000,0 days 00:00:28.944000,HARD,,,,,,,2024,GP Belgica,historica
25.0,RIC,3,RB,15.0,0 days 00:01:48.279000,True,0 days 00:00:30.862000,0 days 00:00:48.540000,0 days 00:00:28.877000,HARD,,,,,,,2024,GP Belgica,historica
26.0,RIC,3,RB,14.0,0 days 00:01:48.229000,True,0 days 00:00:30.749000,0 days 00:00:48.325000,0 days 00:00:29.155000,HARD,,,,,,,2024,GP Belgica,historica
27.0,RIC,3,RB,14.0,0 days 00:01:48.723000,False,0 days 00:00:31.355000,0 days 00:00:48.221000,0 days 00:00:29.147000,HARD,,,,,,,2024,GP Belgica,historica
28.0,RIC,3,RB,14.0,0 days 00:01:48.431000,False,0 days 00:00:31.189000,0 days 00:00:48.145000,0 days 00:00:29.097000,HARD,,,,,,,2024,GP Belgica,historica
29.0,RIC,3,RB,13.0,0 days 00:01:48.513000,False,0 days 00:00:31.177000,0 days 00:00:48.317000,0 days 00:00:29.019000,HARD,,,,,,,2024,GP Belgica,historica
30.0,RIC,3,RB,13.0,0 days 00:01:48.221000,True,0 days 00:00:31.145000,0 days 00:00:48.113000,0 days 00:00:28.963000,HARD,,,,,,,2024,GP Belgica,historica
31.0,RIC,3,RB,12.0,0 days 00:01:48.237000,False,0 days 00:00:31.154000,0 days 00:00:48.076000,0 days 00:00:29.007000,HARD,,,,,,,2024,GP Belgica,historica
32.0,RIC,3,RB,12.0,0 days 00:01:47.883000,True,0 days 00:00:31.099000,0 days 00:00:47.817000,0 days 00:00:28.967000,HARD,,,,,,,2024,GP Belgica,historica
33.0,RIC,3,RB,12.0,0 days 00:01:47.875000,True,0 days 00:00:30.983000,0 days 00:00:47.854000,0 days 00:00:29.038000,HARD,,,,,,,2024,GP Belgica,historica
34.0,RIC,3,RB,12.0,0 days 00:01:48.412000,False,0 days 00:00:30.944000,0 days 00:00:48.359000,0 days 00:00:29.109000,HARD,,,,,,,2024,GP Belgica,historica
35.0,RIC,3,RB,11.0,0 days 00:01:49.425000,False,0 days 00:00:30.635000,0 days 00:00:49.510000,0 days 00:00:29.280000,HARD,,,,,,,2024,GP Belgica,historica
36.0,RIC,3,RB,11.0,0 days 00:01:48.860000,False,0 days 00:00:30.748000,0 days 00:00:48.735000,0 days 00:00:29.377000,HARD,,,,,,,2024,GP Belgica,historica
37.0,RIC,3,RB,10.0,0 days 00:01:47.435000,True,0 days 00:00:30.584000,0 days 00:00:47.718000,0 days 00:00:29.133000,HARD,,,,,,,2024,GP Belgica,historica
38.0,RIC,3,RB,10.0,0 days 00:01:48.079000,False,0 days 00:00:31.149000,0 days 00:00:47.808000,0 days 00:00:29.122000,HARD,,,,,,,2024,GP Belgica,historica
39.0,RIC,3,RB,10.0,0 days 00:01:47.843000,False,0 days 00:00:31.149000,0 days 00:00:47.639000,0 days 00:00:29.055000,HARD,,,,,,,2024,GP Belgica,historica
40.0,RIC,3,RB,10.0,0 days 00:01:47.652000,False,0 days 00:00:31.109000,0 days 00:00:47.543000,0 days 00:00:29,HARD,,,,,,,2024,GP Belgica,historica
41.0,RIC,3,RB,11.0,0 days 00:01:49.163000,False,0 days 00:00:31.166000,0 days 00:00:49.036000,0 days 00:00:28.961000,HARD,,,,,,,2024,GP Belgica,historica
42.0,RIC,3,RB,11.0,0 days 00:01:47.685000,False,0 days 00:00:31.031000,0 days 00:00:47.810000,0 days 00:00:28.844000,HARD,,,,,,,2024,GP Belgica,historica
43.0,RIC,3,RB,11.0,0 days 00:01:47.546000,False,0 days 00:00:30.932000,0 days 00:00:47.767000,0 days 00:00:28.847000,HARD,,,,,,,2024,GP Belgica,historica
44.0,RIC,3,RB,11.0,0 days 00:01:47.675000,False,0 days 00:00:30.892000,0 days 00:00:47.846000,0 days 00:00:28.937000,HARD,,,,,,,2024,GP Belgica,historica
1.0,BOT,77,Kick Sauber,13.0,,False,,0 days 00:00:53.131000,0 days 00:00:29.699000,MEDIUM,,,,,,,2024,GP Belgica,historica
2.0,BOT,77,Kick Sauber,13.0,0 days 00:01:51.452000,True,0 days 00:00:31.283000,0 days 00:00:50.718000,0 days 00:00:29.451000,MEDIUM,,,,,,,2024,GP Belgica,historica
3.0,BOT,77,Kick Sauber,13.0,0 days 00:01:51.085000,True,0 days 00:00:31.130000,0 days 00:00:50.359000,0 days 00:00:29.596000,MEDIUM,,,,,,,2024,GP Belgica,historica
4.0,BOT,77,Kick Sauber,13.0,0 days 00:01:50.527000,True,0 days 00:00:31.083000,0 days 00:00:49.906000,0 days 00:00:29.538000,MEDIUM,,,,,,,2024,GP Belgica,historica
5.0,BOT,77,Kick Sauber,13.0,0 days 00:01:50.462000,True,0 days 00:00:31.091000,0 days 00:00:49.905000,0 days 00:00:29.466000,MEDIUM,,,,,,,2024,GP Belgica,historica
6.0,BOT,77,Kick Sauber,13.0,0 days 00:01:51.097000,False,0 days 00:00:31.023000,0 days 00:00:50.412000,0 days 00:00:29.662000,MEDIUM,,,,,,,2024,GP Belgica,historica
7.0,BOT,77,Kick Sauber,13.0,0 days 00:01:51.179000,False,0 days 00:00:31.215000,0 days 00:00:50.371000,0 days 00:00:29.593000,MEDIUM,,,,,,,2024,GP Belgica,historica
8.0,BOT,77,Kick Sauber,12.0,0 days 00:01:51.417000,False,0 days 00:00:31.249000,0 days 00:00:50.424000,0 days 00:00:29.744000,MEDIUM,,,,,,,2024,GP Belgica,historica
9.0,BOT,77,Kick Sauber,11.0,0 days 00:01:51.409000,False,0 days 00:00:31.141000,0 days 00:00:50.657000,0 days 00:00:29.611000,MEDIUM,,,,,,,2024,GP Belgica,historica
10.0,BOT,77,Kick Sauber,11.0,0 days 00:01:50.863000,False,0 days 00:00:31.538000,0 days 00:00:49.703000,0 days 00:00:29.622000,MEDIUM,,,,,,,2024,GP Belgica,historica
11.0,BOT,77,Kick Sauber,11.0,0 days 00:01:55.226000,False,0 days 00:00:31.516000,0 days 00:00:49.744000,0 days 00:00:33.966000,MEDIUM,0 days 01:15:44.704000,0 days 01:16:07.900000,0 days 00:00:23.196000,,,,2024,GP Belgica,historica
12.0,BOT,77,Kick Sauber,18.0,0 days 00:02:02.971000,False,0 days 00:00:45.704000,0 days 00:00:48.146000,0 days 00:00:29.121000,HARD,,,,,,,2024,GP Belgica,historica
13.0,BOT,77,Kick Sauber,16.0,0 days 00:01:49.373000,True,0 days 00:00:30.759000,0 days 00:00:49.381000,0 days 00:00:29.233000,HARD,,,,,,,2024,GP Belgica,historica
14.0,BOT,77,Kick Sauber,17.0,0 days 00:01:51.793000,False,0 days 00:00:30.670000,0 days 00:00:51.566000,0 days 00:00:29.557000,HARD,,,,,,,2024,GP Belgica,historica
15.0,BOT,77,Kick Sauber,17.0,0 days 00:01:49.881000,False,0 days 00:00:31.367000,0 days 00:00:49.183000,0 days 00:00:29.331000,HARD,,,,,,,2024,GP Belgica,historica
16.0,BOT,77,Kick Sauber,16.0,0 days 00:01:49.947000,False,0 days 00:00:31.259000,0 days 00:00:49.385000,0 days 00:00:29.303000,HARD,,,,,,,2024,GP Belgica,historica
17.0,BOT,77,Kick Sauber,16.0,0 days 00:01:50.175000,False,0 days 00:00:30.989000,0 days 00:00:49.589000,0 days 00:00:29.597000,HARD,,,,,,,2024,GP Belgica,historica
18.0,BOT,77,Kick Sauber,15.0,0 days 00:01:50.391000,False,0 days 00:00:31.202000,0 days 00:00:49.747000,0 days 00:00:29.442000,HARD,,,,,,,2024,GP Belgica,historica
19.0,BOT,77,Kick Sauber,14.0,0 days 00:01:49.320000,True,0 days 00:00:30.895000,0 days 00:00:49.203000,0 days 00:00:29.222000,HARD,,,,,,,2024,GP Belgica,historica
20.0,BOT,77,Kick Sauber,14.0,0 days 00:01:49.950000,False,0 days 00:00:31.125000,0 days 00:00:49.549000,0 days 00:00:29.276000,HARD,,,,,,,2024,GP Belgica,historica
21.0,BOT,77,Kick Sauber,14.0,0 days 00:01:49.981000,False,0 days 00:00:31.127000,0 days 00:00:49.520000,0 days 00:00:29.334000,HARD,,,,,,,2024,GP Belgica,historica
22.0,BOT,77,Kick Sauber,13.0,0 days 00:01:49.808000,False,0 days 00:00:31.151000,0 days 00:00:49.429000,0 days 00:00:29.228000,HARD,,,,,,,2024,GP Belgica,historica
23.0,BOT,77,Kick Sauber,13.0,0 days 00:01:49.887000,False,0 days 00:00:31.119000,0 days 00:00:49.432000,0 days 00:00:29.336000,HARD,,,,,,,2024,GP Belgica,historica
24.0,BOT,77,Kick Sauber,12.0,0 days 00:01:49.757000,False,0 days 00:00:31.145000,0 days 00:00:49.381000,0 days 00:00:29.231000,HARD,,,,,,,2024,GP Belgica,historica
25.0,BOT,77,Kick Sauber,12.0,0 days 00:01:49.460000,False,0 days 00:00:31.320000,0 days 00:00:48.920000,0 days 00:00:29.220000,HARD,,,,,,,2024,GP Belgica,historica
26.0,BOT,77,Kick Sauber,12.0,0 days 00:01:49.591000,False,0 days 00:00:31.486000,0 days 00:00:48.848000,0 days 00:00:29.257000,HARD,,,,,,,2024,GP Belgica,historica
27.0,BOT,77,Kick Sauber,12.0,0 days 00:01:49.400000,False,0 days 00:00:31.367000,0 days 00:00:48.733000,0 days 00:00:29.300000,HARD,,,,,,,2024,GP Belgica,historica
28.0,BOT,77,Kick Sauber,11.0,0 days 00:01:49.571000,False,0 days 00:00:31.346000,0 days 00:00:48.929000,0 days 00:00:29.296000,HARD,,,,,,,2024,GP Belgica,historica
29.0,BOT,77,Kick Sauber,11.0,0 days 00:01:49.357000,False,0 days 00:00:31.306000,0 days 00:00:48.766000,0 days 00:00:29.285000,HARD,,,,,,,2024,GP Belgica,historica
30.0,BOT,77,Kick Sauber,11.0,0 days 00:01:48.766000,True,0 days 00:00:31.210000,0 days 00:00:48.290000,0 days 00:00:29.266000,HARD,,,,,,,2024,GP Belgica,historica
31.0,BOT,77,Kick Sauber,10.0,0 days 00:01:48.943000,False,0 days 00:00:31.345000,0 days 00:00:48.383000,0 days 00:00:29.215000,HARD,,,,,,,2024,GP Belgica,historica
32.0,BOT,77,Kick Sauber,10.0,0 days 00:01:48.951000,False,0 days 00:00:31.261000,0 days 00:00:48.411000,0 days 00:00:29.279000,HARD,,,,,,,2024,GP Belgica,historica
33.0,BOT,77,Kick Sauber,10.0,0 days 00:01:48.804000,False,0 days 00:00:31.294000,0 days 00:00:48.247000,0 days 00:00:29.263000,HARD,,,,,,,2024,GP Belgica,historica
34.0,BOT,77,Kick Sauber,10.0,0 days 00:01:49.512000,False,0 days 00:00:31.274000,0 days 00:00:48.984000,0 days 00:00:29.254000,HARD,,,,,,,2024,GP Belgica,historica
35.0,BOT,77,Kick Sauber,14.0,0 days 00:01:53.284000,False,0 days 00:00:31.152000,0 days 00:00:48.362000,0 days 00:00:33.770000,HARD,0 days 01:59:53.568000,0 days 02:00:16.644000,0 days 00:00:23.076000,,,,2024,GP Belgica,historica
36.0,BOT,77,Kick Sauber,17.0,0 days 00:02:02.192000,False,0 days 00:00:45.452000,0 days 00:00:47.520000,0 days 00:00:29.220000,MEDIUM,,,,,,,2024,GP Belgica,historica
37.0,BOT,77,Kick Sauber,16.0,0 days 00:01:47.019000,True,0 days 00:00:30.544000,0 days 00:00:47.419000,0 days 00:00:29.056000,MEDIUM,,,,,,,2024,GP Belgica,historica
38.0,BOT,77,Kick Sauber,16.0,0 days 00:01:47.672000,False,0 days 00:00:31.114000,0 days 00:00:47.370000,0 days 00:00:29.188000,MEDIUM,,,,,,,2024,GP Belgica,historica
39.0,BOT,77,Kick Sauber,16.0,0 days 00:01:47.777000,False,0 days 00:00:31.153000,0 days 00:00:47.556000,0 days 00:00:29.068000,MEDIUM,,,,,,,2024,GP Belgica,historica
40.0,BOT,77,Kick Sauber,16.0,0 days 00:01:48.110000,False,0 days 00:00:31.047000,0 days 00:00:47.796000,0 days 00:00:29.267000,MEDIUM,,,,,,,2024,GP Belgica,historica
41.0,BOT,77,Kick Sauber,16.0,0 days 00:01:48.818000,False,0 days 00:00:31.215000,0 days 00:00:48.404000,0 days 00:00:29.199000,MEDIUM,,,,,,,2024,GP Belgica,historica
42.0,BOT,77,Kick Sauber,16.0,0 days 00:01:48.334000,False,0 days 00:00:31.159000,0 days 00:00:48.064000,0 days 00:00:29.111000,MEDIUM,,,,,,,2024,GP Belgica,historica
43.0,BOT,77,Kick Sauber,16.0,0 days 00:01:47.889000,False,0 days 00:00:31.103000,0 days 00:00:47.769000,0 days 00:00:29.017000,MEDIUM,,,,,,,2024,GP Belgica,historica
44.0,BOT,77,Kick Sauber,16.0,0 days 00:01:47.516000,False,0 days 00:00:31.022000,0 days 00:00:47.699000,0 days 00:00:28.795000,MEDIUM,,,,,,,2024,GP Belgica,historica
1.0,STR,18,Aston Martin,15.0,,False,,0 days 00:00:52.681000,0 days 00:00:29.786000,MEDIUM,,,,,,,2024,GP Belgica,historica
2.0,STR,18,Aston Martin,15.0,0 days 00:01:51.654000,False,0 days 00:00:30.994000,0 days 00:00:51.046000,0 days 00:00:29.614000,MEDIUM,,,,,,,2024,GP Belgica,historica
3.0,STR,18,Aston Martin,15.0,0 days 00:01:51.394000,True,0 days 00:00:31.173000,0 days 00:00:50.525000,0 days 00:00:29.696000,MEDIUM,,,,,,,2024,GP Belgica,historica
4.0,STR,18,Aston Martin,15.0,0 days 00:01:50.819000,True,0 days 00:00:31.233000,0 days 00:00:50.042000,0 days 00:00:29.544000,MEDIUM,,,,,,,2024,GP Belgica,historica
5.0,STR,18,Aston Martin,15.0,0 days 00:01:50.495000,True,0 days 00:00:31.184000,0 days 00:00:49.809000,0 days 00:00:29.502000,MEDIUM,,,,,,,2024,GP Belgica,historica
6.0,STR,18,Aston Martin,15.0,0 days 00:01:50.923000,False,0 days 00:00:31.138000,0 days 00:00:50.128000,0 days 00:00:29.657000,MEDIUM,,,,,,,2024,GP Belgica,historica
7.0,STR,18,Aston Martin,15.0,0 days 00:01:51.234000,False,0 days 00:00:31.226000,0 days 00:00:50.349000,0 days 00:00:29.659000,MEDIUM,,,,,,,2024,GP Belgica,historica
8.0,STR,18,Aston Martin,14.0,0 days 00:01:51.570000,False,0 days 00:00:31.253000,0 days 00:00:50.602000,0 days 00:00:29.715000,MEDIUM,,,,,,,2024,GP Belgica,historica
9.0,STR,18,Aston Martin,12.0,0 days 00:01:51.335000,False,0 days 00:00:31.509000,0 days 00:00:50.239000,0 days 00:00:29.587000,MEDIUM,,,,,,,2024,GP Belgica,historica
10.0,STR,18,Aston Martin,12.0,0 days 00:01:51.251000,False,0 days 00:00:31.445000,0 days 00:00:50.207000,0 days 00:00:29.599000,MEDIUM,,,,,,,2024,GP Belgica,historica
11.0,STR,18,Aston Martin,9.0,0 days 00:01:50.762000,False,0 days 00:00:31.450000,0 days 00:00:49.771000,0 days 00:00:29.541000,MEDIUM,,,,,,,2024,GP Belgica,historica
12.0,STR,18,Aston Martin,11.0,0 days 00:01:55.246000,False,0 days 00:00:31.499000,0 days 00:00:49.604000,0 days 00:00:34.143000,MEDIUM,0 days 01:17:37.710000,0 days 01:18:00.594000,0 days 00:00:22.884000,,,,2024,GP Belgica,historica
13.0,STR,18,Aston Martin,19.0,0 days 00:02:04.552000,False,0 days 00:00:45.284000,0 days 00:00:49.916000,0 days 00:00:29.352000,HARD,,,,,,,2024,GP Belgica,historica
14.0,STR,18,Aston Martin,18.0,0 days 00:01:49.194000,True,0 days 00:00:31.040000,0 days 00:00:48.791000,0 days 00:00:29.363000,HARD,,,,,,,2024,GP Belgica,historica
15.0,STR,18,Aston Martin,18.0,0 days 00:01:49.852000,False,0 days 00:00:31.376000,0 days 00:00:49.095000,0 days 00:00:29.381000,HARD,,,,,,,2024,GP Belgica,historica
16.0,STR,18,Aston Martin,17.0,0 days 00:01:49.684000,False,0 days 00:00:31.293000,0 days 00:00:49.101000,0 days 00:00:29.290000,HARD,,,,,,,2024,GP Belgica,historica
17.0,STR,18,Aston Martin,17.0,0 days 00:01:49.711000,False,0 days 00:00:31.292000,0 days 00:00:49.044000,0 days 00:00:29.375000,HARD,,,,,,,2024,GP Belgica,historica
18.0,STR,18,Aston Martin,16.0,0 days 00:01:49.810000,False,0 days 00:00:31.319000,0 days 00:00:49.082000,0 days 00:00:29.409000,HARD,,,,,,,2024,GP Belgica,historica
19.0,STR,18,Aston Martin,16.0,0 days 00:01:50.086000,False,0 days 00:00:31.381000,0 days 00:00:49.321000,0 days 00:00:29.384000,HARD,,,,,,,2024,GP Belgica,historica
20.0,STR,18,Aston Martin,15.0,0 days 00:01:50.632000,False,0 days 00:00:31.140000,0 days 00:00:50.095000,0 days 00:00:29.397000,HARD,,,,,,,2024,GP Belgica,historica
21.0,STR,18,Aston Martin,15.0,0 days 00:01:49.579000,False,0 days 00:00:31.324000,0 days 00:00:48.894000,0 days 00:00:29.361000,HARD,,,,,,,2024,GP Belgica,historica
22.0,STR,18,Aston Martin,14.0,0 days 00:01:49.507000,False,0 days 00:00:31.391000,0 days 00:00:48.894000,0 days 00:00:29.222000,HARD,,,,,,,2024,GP Belgica,historica
23.0,STR,18,Aston Martin,14.0,0 days 00:01:49.574000,False,0 days 00:00:31.337000,0 days 00:00:48.962000,0 days 00:00:29.275000,HARD,,,,,,,2024,GP Belgica,historica
